Pogodbena cena / Odškodnina,Leto izgradnje dela stavbe,Novogradnja,Dejanska raba dela stavbe,Število sob,Površina dela stavbe,Uporabna površina,Statistična.regija
45000,1986,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49.5,45.9,Podravska
83000,1953,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.6,58.7,Obalno-kraška
258000,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,92,75.8,Osrednjeslovenska
14350,1986,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,74.2,74.2,Pomurska
180000,1986,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,73.8,62.6,Osrednjeslovenska
320000,1974,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,144.9,115.4,Osrednjeslovenska
83000,1860,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,78.8,76.1,Goriška
52000,1905,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.5,41.4,Koroška
90000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.6,76.6,Podravska
50000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.2,51.3,Pomurska
97000,1973,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,290.1,186.5,Koroška
55000,1957,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.1,50.5,Podravska
55000,1950,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.9,35.9,Podravska
107000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,40.2,36.9,Osrednjeslovenska
40000,1800,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,75.6,75.6,Goriška
80000,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28.2,25.3,Osrednjeslovenska
107500,2000,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,67.3,61.8,Goriška
65000,1984,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.6,48,Savinjska
88000,1981,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,11,203.7,118.1,Osrednjeslovenska
140000,1989,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,70.4,53,Gorenjska
222000,2000,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,67.4,54.3,Osrednjeslovenska
80000,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,79.3,71.3,Posavska
95000,1800,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,7,222.3,151.9,Gorenjska
25345.33,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.1,49.8,Gorenjska
115000,1995,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,46.5,35.4,Gorenjska
120000,1970,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.5,43,Osrednjeslovenska
135000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,70.5,68.2,Gorenjska
108000,1966,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66,58.2,Gorenjska
86000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,91.7,79.2,Savinjska
82000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.3,48.6,Osrednjeslovenska
57000,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.8,43.8,Gorenjska
35000,1981,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,21.9,16,Gorenjska
71500,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.9,52.6,Gorenjska
35000,1928,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49.8,44.8,Savinjska
30000,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.9,55.3,Gorenjska
157500,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,43.3,32.6,Osrednjeslovenska
160000,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,69.5,60.1,Osrednjeslovenska
200000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,73.9,48.9,Gorenjska
53000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,51.3,48.2,Podravska
80000,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.3,65.3,Podravska
109000,1948,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,282,143,Podravska
76000,1976,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.6,54,Podravska
170000,1954,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,89,76.6,Osrednjeslovenska
35000,1968,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,40.8,24.8,Pomurska
87000,1981,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,235,83.5,Jugovzhodna Slovenija
149000,1760,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,136.5,81.1,Savinjska
180000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,78.9,72.1,Osrednjeslovenska
93000,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.4,66.7,Osrednjeslovenska
65000,1985,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,101.6,76.9,Jugovzhodna Slovenija
170000,1888,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,220,66.2,Osrednjeslovenska
190000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,66.2,66.2,Osrednjeslovenska
89000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.4,39.6,Osrednjeslovenska
183600,1939,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,75.5,64.3,Osrednjeslovenska
300000,1908,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,113,99.3,Osrednjeslovenska
420000,2004,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,7,180.1,148.9,Osrednjeslovenska
150000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,57.4,47.5,Osrednjeslovenska
66500,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37,28,Osrednjeslovenska
105000,1982,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,51.9,40,Osrednjeslovenska
197000,2003,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,121,95,Gorenjska
17000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25.3,22.8,Podravska
65000,1968,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,188.9,111.1,Savinjska
52000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,43.6,38.3,Zasavska
128000,1945,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.3,60,Osrednjeslovenska
89400,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,56.3,50,Gorenjska
65000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.7,45.9,Jugovzhodna Slovenija
105000,2004,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,192.4,166.2,Podravska
65000,1984,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,26.5,17.8,Gorenjska
145000,1999,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,92,57,Gorenjska
20000,1880,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,34.2,34.2,Podravska
243500,2019,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,104.8,63.8,Osrednjeslovenska
100000,1976,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,188.9,147.8,Osrednjeslovenska
50625.43,1963,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.8,42.7,Jugovzhodna Slovenija
73000,2000,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.4,58.4,Primorsko-notranjska
350000,2005,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,247.3,121.9,Osrednjeslovenska
83000,1959,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,85.9,69.1,Savinjska
40000,1956,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37.7,32,Savinjska
35000,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,75.1,64.9,Jugovzhodna Slovenija
3133.33,1830,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,38,38,Osrednjeslovenska
195000,1987,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,98.8,75.5,Gorenjska
25000,1958,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,44.9,30.1,Goriška
254000,1986,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,317.2,174.5,Gorenjska
120000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.5,41.7,Osrednjeslovenska
145000,1988,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,59.2,55.9,Osrednjeslovenska
65000,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,49,44.2,Podravska
135000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,70.3,68.5,Osrednjeslovenska
57990,1988,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,56.4,56,Zasavska
50000,1948,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,62.3,44.3,Podravska
158000,2003,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,145.8,90.2,Podravska
165000,1963,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.2,68.7,Osrednjeslovenska
255000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88.7,79.1,Osrednjeslovenska
67000,1940,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,111.6,80.9,Podravska
70000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.5,56.5,Podravska
108000,1985,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.5,31,Obalno-kraška
150000,1900,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,155,141,Gorenjska
60000,1924,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.7,39.7,Osrednjeslovenska
97000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41,41,Obalno-kraška
90000,1969,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,43.4,42,Osrednjeslovenska
120500,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.5,53.1,Osrednjeslovenska
90000,1984,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.2,36.5,Osrednjeslovenska
48000,1975,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,51.2,41,Goriška
140000,1971,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,98,88.5,Podravska
72000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.6,49.4,Gorenjska
150,1800,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,48.5,48.5,Savinjska
64000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,78.9,69.8,Savinjska
230000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,67.2,58,Osrednjeslovenska
105000,1958,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.6,67,Osrednjeslovenska
60000,1975,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.3,50.2,Podravska
26000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,24.8,20.1,Podravska
150000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,96.5,87,Gorenjska
32000,1940,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,75,37.1,Podravska
30000,1940,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,81.4,31.8,Podravska
110000,1963,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,46.2,39.8,Gorenjska
214000,1989,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,86.1,80.6,Osrednjeslovenska
105000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.8,64.4,Jugovzhodna Slovenija
160000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.2,58.3,Osrednjeslovenska
210000,2010,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,203.4,165.7,Osrednjeslovenska
165000,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,103.7,74.5,Osrednjeslovenska
70000,1964,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,66.1,49.3,Osrednjeslovenska
18700,1968,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.2,48.2,Goriška
62000,1909,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60,52.3,Gorenjska
53000,1950,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37.7,37.2,Gorenjska
80000,1800,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,159.6,145.6,Goriška
155000,1962,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.8,45.3,Osrednjeslovenska
128000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,74.4,70.4,Gorenjska
194000,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,84,73.1,Osrednjeslovenska
107000,1988,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,43,34.1,Gorenjska
135000,1975,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,44.9,39.9,Osrednjeslovenska
100000,1983,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,299.3,123.4,Koroška
200000,1998,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68,55.1,Osrednjeslovenska
189107.84,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,167.7,124.6,Primorsko-notranjska
173000,2000,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,72.8,64,Osrednjeslovenska
326000,1996,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,118.9,84.5,Osrednjeslovenska
56238.28,1990,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,44,35.2,Osrednjeslovenska
90000,1973,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.9,30.8,Osrednjeslovenska
76000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28.1,23.5,Osrednjeslovenska
95000,1930,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,45.8,39.3,Osrednjeslovenska
50000,1954,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,78.8,69.2,Jugovzhodna Slovenija
22000,1957,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,25,25,Jugovzhodna Slovenija
200000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,94.1,89.7,Gorenjska
97000,1980,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47,37.4,Gorenjska
100000,1944,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,71,56.8,Osrednjeslovenska
86500,1965,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,46.2,39,Gorenjska
38000,1860,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,88.2,55.8,Osrednjeslovenska
150000,2004,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,230.2,95.1,Jugovzhodna Slovenija
129500,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,76.1,65,Savinjska
115000,1973,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.9,37.7,Osrednjeslovenska
263000,2009,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,93.5,75.2,Osrednjeslovenska
140000,2005,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,98.4,66.6,Osrednjeslovenska
14000,1996,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,118.9,84.5,Osrednjeslovenska
110000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.3,30.2,Osrednjeslovenska
97500,1975,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.4,51.4,Goriška
192000,1860,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,46.1,46.1,Obalno-kraška
183000,2013,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,72.3,56.3,Gorenjska
170000,2013,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.7,43.1,Gorenjska
100000,2006,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,102,66.3,Posavska
90000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.4,46.3,Gorenjska
75000,1978,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49.9,43.8,Jugovzhodna Slovenija
64000,1884,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50.6,40.6,Podravska
98300,1991,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.6,75.8,Podravska
48000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,47.4,39.9,Jugovzhodna Slovenija
68000,1979,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.1,48.8,Podravska
20000,1963,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.4,26,Podravska
48000,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.2,43.8,Podravska
240000,1975,NA,"1110002 - Stanovanje, ki se nahaja v krajni vrstni hiši",7,286.6,156.9,Osrednjeslovenska
213071.41,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,89.7,67.7,Osrednjeslovenska
109138.98,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,56,34,Osrednjeslovenska
275000,2001,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,100.5,84.9,Osrednjeslovenska
139000,1977,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,55.3,46.3,Obalno-kraška
74000,1985,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,111.9,59,Zasavska
70000,1972,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,97.9,76.8,Goriška
35000,1982,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,52.8,35.7,Posavska
93000,1989,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,203.3,64.6,Jugovzhodna Slovenija
50000,1960,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,44.4,44.4,Goriška
190000,2004,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,91.2,80.1,Osrednjeslovenska
132156.37,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,65.9,41.1,Osrednjeslovenska
140000,1973,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,83.5,73.6,Osrednjeslovenska
41000,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49.1,38.7,Posavska
85000,2013,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,63.7,36.4,Goriška
75000,1980,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,169.9,61.2,Jugovzhodna Slovenija
135000,1970,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,47.7,42.2,Osrednjeslovenska
401547.65,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,167,136.5,Osrednjeslovenska
180807.28,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,74,56.2,Osrednjeslovenska
57000,1974,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,60.4,48.9,Savinjska
180000,1986,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,78.3,74.8,Osrednjeslovenska
190000,2005,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,174.3,68.4,Osrednjeslovenska
157000,2008,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,76.6,73,Osrednjeslovenska
41000,1956,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57,42.2,Podravska
19595,1964,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,11.4,9,Osrednjeslovenska
171545.05,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,70.2,53.6,Osrednjeslovenska
30500,1890,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,26.3,26.3,Osrednjeslovenska
148000,1958,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.4,63,Osrednjeslovenska
335835.15,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,143.3,117.6,Osrednjeslovenska
75000,1952,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.1,46.8,Gorenjska
130000,1965,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,207.9,116,Goriška
95000,1985,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,45.1,40.2,Gorenjska
140000,1983,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,82.2,70.2,Gorenjska
246320.67,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,108,82,Osrednjeslovenska
188627.51,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,78.4,59.1,Osrednjeslovenska
110000,2004,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,49,41.5,Osrednjeslovenska
240510.5,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,102.7,81.4,Osrednjeslovenska
178707.2,2018,1,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,74.7,56.2,Osrednjeslovenska
175000,1983,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,93.4,80.3,Gorenjska
85000,1989,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.2,50.2,Gorenjska
95000,1988,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,54.3,40.5,Gorenjska
131000,1961,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,66.8,60.3,Gorenjska
67500,1959,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.6,67.3,Jugovzhodna Slovenija
175000,2016,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,103.8,89.1,Zasavska
25000,1900,NA,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,142.4,78.7,Podravska
117000,2007,NA,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,48.8,41.3,Osrednjeslovenska
