Pogodbena cena / Odškodnina,Leto izgradnje dela stavbe,Novogradnja,Dejanska raba dela stavbe,Število sob,Površina dela stavbe,Uporabna površina,Statistična.regija
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88.7,71.8,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,106.5,57.7,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.7,34.6,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.8,55.7,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,106,94,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.4,34.3,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,106,33.5,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,83.5,77,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,75.6,61.2,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102,90.4,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,107.4,93.9,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,106.1,85.9,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,82.6,82.6,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,106.1,90.4,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.5,68.5,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,106.4,88.6,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,44.4,44.4,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,83.8,59.8,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,100.5,73.7,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,99.8,86.8,Osrednjeslovenska
240000,1984,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62,50.2,Osrednjeslovenska
20000,1974,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,173,82.1,Jugovzhodna Slovenija
100000,1968,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,273.7,143.3,Koroška
80000,1975,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,228.4,121.3,Koroška
200000,1910,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,165.1,96.5,Obalno-kraška
48000,1984,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,120,73.6,Savinjska
1000000,1792,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,379.4,269.7,Obalno-kraška
25000,1987,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,102,54,Savinjska
125000,1959,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,164.5,102.7,Jugovzhodna Slovenija
58000,1891,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,77.1,62.8,Goriška
49532,1888,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,285.6,213.5,Podravska
49532,1970,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,135,60.9,Podravska
280000,2009,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,146.8,129.3,Osrednjeslovenska
40000,1973,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,27.8,27.8,Podravska
81966.56,1994,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,270,160,Jugovzhodna Slovenija
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,61.7,54.7,Savinjska
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,81.3,73.1,Savinjska
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,57.5,38.6,Savinjska
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,76.9,32.2,Savinjska
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,47.5,18.8,Savinjska
5000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,80.6,60.2,Savinjska
70000,1993,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,22,69.6,65.5,Pomurska
72000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,100,80,Pomurska
3300,1999,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,50,23,Jugovzhodna Slovenija
11000,1880,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,74.4,34.6,Posavska
141000,2009,1,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,NA,144.2,135.5,Pomurska
120000,2007,0,1122104 - Stanovanje v stavbi z več kot petdeset stanovanji,NA,81.6,68.3,Podravska
100000,1987,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,3,82.6,61.3,Podravska
93700,1975,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,3,74,62.7,Obalno-kraška
80000,1969,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.6,25.5,Podravska
80000,1969,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.1,62.9,Podravska
80000,1969,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.5,26.4,Podravska
80000,1969,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.7,57.3,Podravska
46000,1975,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,44.8,37,Podravska
46000,1975,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.9,54,Podravska
46000,1975,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,66.2,58.2,Podravska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.4,58,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.9,67.1,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.5,24.7,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.3,29,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,114,110.5,Osrednjeslovenska
14000,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,47.2,39.5,Podravska
14000,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.4,49.9,Podravska
129953.92,2009,1,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,NA,144.2,135.5,Pomurska
15000,1900,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,54.8,51.1,Pomurska
65000,2001,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,2,44.1,37.5,Jugovzhodna Slovenija
100000,1977,0,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,72.7,64,Gorenjska
250000,1946,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,1,24.6,24.1,Osrednjeslovenska
162750,2009,1,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,64.3,56.2,Osrednjeslovenska
87000,1970,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,139,69.5,Savinjska
105000,1968,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,161.1,98.1,Savinjska
63000,1973,0,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,55,52.2,Savinjska
154200,2007,0,1122104 - Stanovanje v stavbi z več kot petdeset stanovanji,3,166,85.7,Osrednjeslovenska
209962.29,2009,0,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,81.8,65.5,Osrednjeslovenska
80324,2008,0,1122104 - Stanovanje v stavbi z več kot petdeset stanovanji,3,55.6,46.7,Savinjska
115000,1947,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,79,56.5,Gorenjska
85000,2004,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,2,95.3,79.5,Podravska
200000,1980,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,208.1,120.7,Podravska
65000,1975,0,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,81.9,69.7,Goriška
140000,1981,0,1122103 - Stanovanje v stavbi z enaindvajset do petdeset stanovanji,3,68.9,62.9,Osrednjeslovenska
100000,1976,0,1122104 - Stanovanje v stavbi z več kot petdeset stanovanji,2,43.5,40.7,Osrednjeslovenska
81000,1965,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,1,30.4,27.6,Osrednjeslovenska
72500,1980,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,52,46,Savinjska
9000,1965,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,100.1,68.3,Posavska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,107,93.5,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,105.9,93.9,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.7,93.6,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.6,26.7,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.2,26.2,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,140.3,119.6,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.4,25.9,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.3,26.2,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.9,26.2,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.6,29.2,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,74,59.8,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.2,43.1,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.4,52.3,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,6,191.2,138.5,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.6,84.7,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.7,93.4,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.5,93.3,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,24.9,24.9,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,6,197.3,134,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.2,26.3,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,104.6,93.4,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,105.4,93.4,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53.2,44.4,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,106.1,95.3,Osrednjeslovenska
160000,2006,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,108,93.4,Osrednjeslovenska
155000,1957,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,136.2,85,Gorenjska
97000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41.5,32.6,Osrednjeslovenska
97000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,114,80,Osrednjeslovenska
97000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,12.7,12.7,Osrednjeslovenska
24000,1973,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,322,96,Pomurska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.7,63.4,Osrednjeslovenska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,107.2,99.9,Osrednjeslovenska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,79.2,75.9,Osrednjeslovenska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,134.2,87.8,Osrednjeslovenska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.2,54,Osrednjeslovenska
250000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.7,52,Osrednjeslovenska
191826,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,73.8,52.5,Osrednjeslovenska
191826,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,115.6,83,Osrednjeslovenska
191826,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,149.7,87.9,Osrednjeslovenska
191826,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,102.7,80.2,Osrednjeslovenska
191826,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,78.2,52.5,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,33.9,33.9,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,46,37.3,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,35,35,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.9,58.9,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28.1,28.1,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,24,19.4,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.4,64.4,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,25,20.3,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,120.5,72.9,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,69.9,61.1,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,72.2,72.2,Osrednjeslovenska
280000,1820,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,12,9.7,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,30.7,24.9,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,64.1,48.5,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.4,58,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.5,24.7,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,89.1,83.4,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,114,110.5,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,70.8,62.5,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,30.3,29,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62.2,61.2,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57,57,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.9,67.1,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.7,35.7,Osrednjeslovenska
210000,1400,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.7,59.7,Osrednjeslovenska
110000,1854,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,96.8,64.1,Osrednjeslovenska
110000,1854,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,86.4,52.5,Osrednjeslovenska
110000,1854,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,63.1,51.1,Osrednjeslovenska
110000,1854,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,77,61.5,Osrednjeslovenska
33000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,209,110,Posavska
33000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,169,80.9,Posavska
33000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,134.2,70.2,Posavska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,7,53,51.2,Gorenjska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.2,53.5,Gorenjska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,53,44.3,Gorenjska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,22.8,22.8,Gorenjska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.4,37.6,Gorenjska
63500,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.6,35.6,Gorenjska
16500,1900,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,44.7,24.5,Zasavska
88868,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,78.1,74.6,Savinjska
45000,1920,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,73.3,56.7,Podravska
30000,1850,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.2,60.2,Savinjska
30000,1850,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.2,60.2,Savinjska
30000,1850,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64,64,Savinjska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.6,24.8,Osrednjeslovenska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,59.8,49.5,Osrednjeslovenska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60,50.4,Osrednjeslovenska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.6,24.8,Osrednjeslovenska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.6,25,Osrednjeslovenska
118000,2001,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,24.8,24.8,Osrednjeslovenska
63000,1820,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,111.4,51.9,Gorenjska
18600,1959,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,75,66.9,Pomurska
99000,1828,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,136.8,96.1,Podravska
300000,2007,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,199,199,Osrednjeslovenska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,60.6,60.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,38.4,38.4,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,59.6,59.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,85.6,85.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,81.6,81.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,39,39,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,81.6,81.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,59.6,59.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,85.6,85.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,39,39,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,60.6,60.6,Savinjska
50000,1924,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,38.4,38.4,Savinjska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,49.2,48.7,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,45,37,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.7,29.8,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,34.4,32.1,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,60.6,49.4,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.8,44.2,Osrednjeslovenska
93000,1980,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,49.5,46.6,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.8,29.8,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.1,33.1,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,44.4,36,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,34.3,27.8,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,98,89.3,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,125.1,99,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,142.3,116.4,Osrednjeslovenska
325000,2005,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,93.6,85.6,Osrednjeslovenska
243000,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,268,215,Osrednjeslovenska
24000,1960,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,159,70.4,Pomurska
12000,1979,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,213.1,132.7,Podravska
285000,1700,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,6,201.4,145.4,Gorenjska
285000,1700,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,177,132.6,Gorenjska
285000,1700,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,129.6,115.7,Gorenjska
1001792,2003,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,161.4,129.1,Obalno-kraška
95000,1954,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,72.3,56.4,Gorenjska
