Pogodbena cena / Odškodnina,Leto izgradnje dela stavbe,Novogradnja,Dejanska raba dela stavbe,Število sob,Površina dela stavbe,Uporabna površina,Statistična.regija
198000,1983,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,113,96,Osrednjeslovenska
198000,1983,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,148.8,109.9,Osrednjeslovenska
198000,1983,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,51,43.8,Osrednjeslovenska
135000,1900,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60,60,Osrednjeslovenska
135000,1900,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,70,68.5,Osrednjeslovenska
135000,1900,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,60.4,60.4,Osrednjeslovenska
165000,2004,0,1122102 - Stanovanje v stavbi s šest do dvajset stanovanj,3,113.9,82.1,Obalno-kraška
72000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,192,169,Osrednjeslovenska
243500,1995,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,238,200.3,Osrednjeslovenska
50000,1974,0,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,3,140.8,80.6,Podravska
50000,1974,0,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,3,132.9,52.3,Podravska
100000,1966,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,286.8,249.2,Savinjska
50000,1991,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,159.4,90.2,Jugovzhodna Slovenija
21400,1989,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,65.8,24.6,Pomurska
10366.66,1958,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,202.4,78.1,Posavska
170000,1973,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,332.8,149.1,Gorenjska
30200,1890,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,71.6,67.7,Pomurska
30200,1890,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.9,59.7,Pomurska
30200,1890,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,38.4,8,Pomurska
107000,1975,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,294,80.6,Pomurska
55000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,84,42,Osrednjeslovenska
105000,1974,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,183.2,70,Podravska
33000,1974,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,7,269.4,200,Jugovzhodna Slovenija
108000,1968,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,100.1,81.1,Podravska
60000,1981,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,166.7,77.6,Posavska
88000,1927,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,156,68.7,Posavska
100000,1977,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,119.3,68.6,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,55.1,48.6,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,94.8,80.5,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,56.3,56.3,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,64.4,64.4,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,84.2,60.6,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,18.1,18.1,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,121.6,106,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,49.1,49.1,Osrednjeslovenska
10000,1950,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,88.6,62.1,Osrednjeslovenska
223000,1971,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,57.1,44.8,Goriška
223000,1971,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,149.3,104.5,Goriška
13000,1990,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,6,132.7,107.9,Obalno-kraška
30000,1950,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,65.5,52.6,Posavska
70000,1973,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,3,318.6,106.2,Posavska
75000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28,23.5,Obalno-kraška
75000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.4,45.6,Obalno-kraška
75000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29,29,Obalno-kraška
75000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.5,39,Obalno-kraška
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,90.1,80,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,56.5,48,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.4,53.6,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,88.2,79.1,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,63.2,53.8,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,78.2,69,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,89.5,79,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,88.6,79.1,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.6,53.8,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,80,70.3,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,78.8,69,Primorsko-notranjska
90000,1979,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,79.1,70.3,Primorsko-notranjska
83000,1975,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,77.1,34.6,Savinjska
41000,1908,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,108.8,74.2,Posavska
45000,1900,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,60.5,42.5,Podravska
36000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,61.8,49.4,Pomurska
125000,1880,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,87.3,75.7,Jugovzhodna Slovenija
60000,1954,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,186,95,Savinjska
500,1925,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,1,34,30,Pomurska
55930.67,1976,1,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,87.9,41.6,Goriška
24000,1960,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,159,70.4,Pomurska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42,42,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28,25,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,47.5,45.5,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.4,33.4,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.9,65.9,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,29.5,29.5,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25.1,25.1,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,32.2,30.2,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,50,45.7,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,37.3,33.4,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.1,57.1,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,57.4,54.2,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.9,32.7,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,87.1,82.7,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25.5,20.8,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,51.4,45.7,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,25.2,21.5,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,31.1,28.2,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,16,16,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,40.1,40.1,Gorenjska
25872.14,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,52.8,45.9,Gorenjska
28000,1965,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.8,45.4,Posavska
28000,1965,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,46.8,45.1,Posavska
28000,1965,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,55.8,45.7,Posavska
28000,1965,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,46.8,45.1,Posavska
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,63.7,37,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.8,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.2,37.6,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.5,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.9,36.9,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.7,36.6,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.4,37.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.4,54.8,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.9,36.8,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.1,56.4,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,67.4,37.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.6,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,40,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.1,37.2,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.1,51.8,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.7,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.9,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.7,37.2,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,9.2,7.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.1,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,67.4,43,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.6,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.2,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,56.2,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64.2,39.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.6,37.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,58.8,18,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,6.7,5.4,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.5,35.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.1,53.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,65.9,38.4,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,7.9,7.9,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,64,37.5,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,8.1,6.1,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.6,37,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,63.8,38,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,65.9,38.3,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,28.8,8.4,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,11.9,11.9,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.1,37.4,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,63.8,37,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.1,53.7,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,8.2,8.2,Obalno-kraška
167000,1960,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,66.7,37.5,Obalno-kraška
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,35,35,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41,39,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35,33,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,5,235,197,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,35.2,28.5,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41,41,Osrednjeslovenska
60000,1905,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,58.6,44.9,Osrednjeslovenska
392000,2007,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,71.7,51.7,Osrednjeslovenska
392000,2007,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,15,60.5,58,Osrednjeslovenska
392000,2007,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,NA,67,59.6,Osrednjeslovenska
29150,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.4,68.5,Gorenjska
29150,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,0,87.7,87.7,Gorenjska
29150,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,56.1,45.4,Gorenjska
29150,1995,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76,69.5,Gorenjska
500000,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.9,67.6,Osrednjeslovenska
500000,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,77.1,69.4,Osrednjeslovenska
500000,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,75.7,68.2,Osrednjeslovenska
500000,1925,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,68.9,68.9,Osrednjeslovenska
130000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,130.4,63,Podravska
20000,1591,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,63.6,59.2,Pomurska
26360,1900,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,0,120.6,96.5,Pomurska
30000,1891,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,7,330.3,230.4,Gorenjska
59800,2000,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,2,72.3,60.8,Podravska
79000,1993,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,6,224,126.9,Gorenjska
13619.1,1963,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,NA,132,132,Osrednjeslovenska
350000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62.8,62.8,Savinjska
350000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,133.4,133.4,Savinjska
350000,1906,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,107.6,107.6,Savinjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,56,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.7,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.7,75.9,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,95.7,77.2,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,97.6,76.3,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.1,78.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.1,78.8,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.1,78.8,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,95.5,79.1,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.8,78.1,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41.5,38.9,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.7,78.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,97.2,78.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.5,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.7,76.3,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.7,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.5,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.6,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,97.6,76.3,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,54.1,47,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,62.2,54.8,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,68.9,56,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.7,77.4,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,96.3,76.3,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.8,55.3,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.3,54.5,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,61.3,54,Gorenjska
93000,1976,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,4,93.7,79.6,Gorenjska
155000,1980,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,144.2,121.5,Koroška
390000,1938,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,4,224.5,134.8,Osrednjeslovenska
90000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,33.1,26.3,Gorenjska
90000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,78.7,47.8,Gorenjska
90000,1997,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,19.4,18.5,Gorenjska
38000,1943,0,1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema,1,43.3,43.3,Posavska
70000,1990,0,1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem,5,293.6,118.3,Gorenjska
38000,1903,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,88,67,Gorenjska
38000,1903,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,77.7,77.7,Gorenjska
38000,1903,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,2,100,45.3,Gorenjska
38000,1903,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,3,76.5,69.1,Gorenjska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,39.4,34,Osrednjeslovenska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,41.8,35.8,Osrednjeslovenska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,35.6,34.2,Osrednjeslovenska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,42.5,35.9,Osrednjeslovenska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,36.1,32.1,Osrednjeslovenska
80000,1946,0,1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi,1,40.5,34.5,Osrednjeslovenska
