leto,vrsta,statisticna_regija,stevilo_prebivalcev,Površina [m2],Število
2017,Stanovanja,Obalno-kraška,113517,14882,105
2017,Stanovanja,Osrednjeslovenska,539672,106563,704
2017,Stanovanja,Podravska,322043,75191,509
2017,Stanovanja,Pomurska,115477,24649,195
2017,Stanovanja,Posavska,75544,20220,150
2017,Stanovanja,Primorsko-notranjska,52582,9499,61
2017,Stanovanja,Savinjska,254761,49636,357
2017,Stanovanja,Zasavska,57280,7863,55
2017,Štirisobna,Gorenjska,203800,8339,55
2017,Štirisobna,Goriška,117747,6129,42
2017,Štirisobna,Jugovzhodna Slovenija,142711,10266,66
2017,Štirisobna,Koroška,70761,2480,14
2017,Štirisobna,Obalno-kraška,113517,5121,39
2017,Štirisobna,Osrednjeslovenska,539672,22013,142
2017,Štirisobna,Podravska,322043,20186,143
2017,Štirisobna,Pomurska,115477,7990,55
2017,Štirisobna,Posavska,75544,3605,25
2017,Štirisobna,Primorsko-notranjska,52582,2255,15
2017,Štirisobna,Savinjska,254761,12823,81
2017,Štirisobna,Zasavska,57280,1051,11
2017,Trisobna,Gorenjska,203800,6048,57
2017,Trisobna,Goriška,117747,3604,27
2017,Trisobna,Jugovzhodna Slovenija,142711,7813,77
2017,Trisobna,Koroška,70761,1271,12
2017,Trisobna,Obalno-kraška,113517,1552,11
2017,Trisobna,Osrednjeslovenska,539672,5103,52
2017,Trisobna,Podravska,322043,9311,89
2017,Trisobna,Pomurska,115477,3126,31
2017,Trisobna,Posavska,75544,2741,20
2017,Trisobna,Primorsko-notranjska,52582,1376,14
2017,Trisobna,Savinjska,254761,5468,52
2017,Trisobna,Zasavska,57280,540,6
2018,Dvosobna,Gorenjska,203636,934,14
2018,Dvosobna,Goriška,117260,1493,18
2018,Dvosobna,Jugovzhodna Slovenija,142819,1402,18
2018,Dvosobna,Koroška,70550,516,7
2018,Dvosobna,Obalno-kraška,113961,588,12
2018,Dvosobna,Osrednjeslovenska,542306,8841,103
2018,Dvosobna,Podravska,322058,4607,66
2018,Dvosobna,Pomurska,114776,1183,18
2018,Dvosobna,Posavska,75359,1005,10
2018,Dvosobna,Primorsko-notranjska,52334,402,6
2018,Dvosobna,Savinjska,254760,2918,43
2018,Dvosobna,Zasavska,57061,46,1
2018,Enosobna,Gorenjska,203636,454,7
2018,Enosobna,Goriška,117260,270,5
2018,Enosobna,Jugovzhodna Slovenija,142819,307,5
2018,Enosobna,Koroška,70550,188,5
2018,Enosobna,Obalno-kraška,113961,275,5
2018,Enosobna,Osrednjeslovenska,542306,3311,34
2018,Enosobna,Podravska,322058,1368,26
2018,Enosobna,Pomurska,114776,852,21
2018,Enosobna,Posavska,75359,125,2
2018,Enosobna,Primorsko-notranjska,52334,46,1
2018,Enosobna,Savinjska,254760,548,13
2018,Enosobna,Zasavska,57061,0,0
2018,Pet ali večsobna,Gorenjska,203636,28602,137
2018,Pet ali večsobna,Goriška,117260,15768,88
2018,Pet ali večsobna,Jugovzhodna Slovenija,142819,25121,131
2018,Pet ali večsobna,Koroška,70550,5050,31
2018,Pet ali večsobna,Obalno-kraška,113961,11647,59
2018,Pet ali večsobna,Osrednjeslovenska,542306,67724,359
2018,Pet ali večsobna,Podravska,322058,41328,225
2018,Pet ali večsobna,Pomurska,114776,10616,63
2018,Pet ali večsobna,Posavska,75359,8491,49
2018,Pet ali večsobna,Primorsko-notranjska,52334,6288,32
2018,Pet ali večsobna,Savinjska,254760,28470,154
2018,Pet ali večsobna,Zasavska,57061,3747,22
2018,Stanovanja,Gorenjska,203636,41460,245
2018,Stanovanja,Goriška,117260,26811,191
2018,Stanovanja,Jugovzhodna Slovenija,142819,41538,255
2018,Stanovanja,Koroška,70550,9137,70
2018,Stanovanja,Obalno-kraška,113961,21789,152
2018,Stanovanja,Osrednjeslovenska,542306,109590,727
2018,Stanovanja,Podravska,322058,87505,629
2018,Stanovanja,Pomurska,114776,24828,200
2018,Stanovanja,Posavska,75359,15897,100
2018,Stanovanja,Primorsko-notranjska,52334,11193,69
2018,Stanovanja,Savinjska,254760,52904,360
2018,Stanovanja,Zasavska,57061,5341,39
2018,Štirisobna,Gorenjska,203636,6751,47
2018,Štirisobna,Goriška,117260,6095,47
2018,Štirisobna,Jugovzhodna Slovenija,142819,10334,64
2018,Štirisobna,Koroška,70550,2264,15
2018,Štirisobna,Obalno-kraška,113961,4753,33
2018,Štirisobna,Osrednjeslovenska,542306,20557,134
2018,Štirisobna,Podravska,322058,29375,208
2018,Štirisobna,Pomurska,114776,7256,52
2018,Štirisobna,Posavska,75359,2483,16
2018,Štirisobna,Primorsko-notranjska,52334,3960,25
2018,Štirisobna,Savinjska,254760,14814,97
2018,Štirisobna,Zasavska,57061,1101,10
2018,Trisobna,Gorenjska,203636,4719,40
2018,Trisobna,Goriška,117260,3185,33
2018,Trisobna,Jugovzhodna Slovenija,142819,4374,37
2018,Trisobna,Koroška,70550,1119,12
2018,Trisobna,Obalno-kraška,113961,4526,43
2018,Trisobna,Osrednjeslovenska,542306,9157,97
2018,Trisobna,Podravska,322058,10827,104
2018,Trisobna,Pomurska,114776,4921,46
2018,Trisobna,Posavska,75359,3793,23
2018,Trisobna,Primorsko-notranjska,52334,497,5
2018,Trisobna,Savinjska,254760,6154,53
2018,Trisobna,Zasavska,57061,447,6
2019,Dvosobna,Gorenjska,204670,2254,39
2019,Dvosobna,Goriška,117616,441,6
2019,Dvosobna,Jugovzhodna Slovenija,144032,2515,42
2019,Dvosobna,Koroška,70588,200,3
2019,Dvosobna,Obalno-kraška,115016,1335,17
2019,Dvosobna,Osrednjeslovenska,549171,7554,100
2019,Dvosobna,Podravska,324104,4279,67
2019,Dvosobna,Pomurska,114287,2075,36
2019,Dvosobna,Posavska,75559,618,8
2019,Dvosobna,Primorsko-notranjska,52544,426,8
2019,Dvosobna,Savinjska,256359,2645,32
2019,Dvosobna,Zasavska,56962,201,3
2019,Enosobna,Gorenjska,204670,707,8
2019,Enosobna,Goriška,117616,342,6
2019,Enosobna,Jugovzhodna Slovenija,144032,146,4
2019,Enosobna,Koroška,70588,0,0
2019,Enosobna,Obalno-kraška,115016,213,7
2019,Enosobna,Osrednjeslovenska,549171,2071,37
2019,Enosobna,Podravska,324104,1387,24
2019,Enosobna,Pomurska,114287,856,22
2019,Enosobna,Posavska,75559,298,6
2019,Enosobna,Primorsko-notranjska,52544,225,3
2019,Enosobna,Savinjska,256359,2014,22
2019,Enosobna,Zasavska,56962,307,2
2019,Pet ali večsobna,Gorenjska,204670,23666,118
2019,Pet ali večsobna,Goriška,117616,14600,77
2019,Pet ali večsobna,Jugovzhodna Slovenija,144032,18386,119
2019,Pet ali večsobna,Koroška,70588,5220,33
2019,Pet ali večsobna,Obalno-kraška,115016,10223,68
2019,Pet ali večsobna,Osrednjeslovenska,549171,87351,450
2019,Pet ali večsobna,Podravska,324104,36374,202
2019,Pet ali večsobna,Pomurska,114287,9570,65
2019,Pet ali večsobna,Posavska,75559,7906,46
2019,Pet ali večsobna,Primorsko-notranjska,52544,6635,43
2019,Pet ali večsobna,Savinjska,256359,27355,148
2019,Pet ali večsobna,Zasavska,56962,4205,23
2019,Stanovanja,Gorenjska,204670,45504,292
2019,Stanovanja,Goriška,117616,22048,142
2019,Stanovanja,Jugovzhodna Slovenija,144032,32892,260
2019,Stanovanja,Koroška,70588,9816,67
2019,Stanovanja,Obalno-kraška,115016,19859,158
2019,Stanovanja,Osrednjeslovenska,549171,137449,949
2019,Stanovanja,Podravska,324104,89260,665
2019,Stanovanja,Pomurska,114287,27544,253
2019,Stanovanja,Posavska,75559,14289,101
2019,Stanovanja,Primorsko-notranjska,52544,10640,81
2019,Stanovanja,Savinjska,256359,57748,417
2019,Stanovanja,Zasavska,56962,4948,30
2019,Štirisobna,Gorenjska,204670,13330,80
2019,Štirisobna,Goriška,117616,4944,37
2019,Štirisobna,Jugovzhodna Slovenija,144032,7810,59
2019,Štirisobna,Koroška,70588,3475,23
2019,Štirisobna,Obalno-kraška,115016,4658,34
2019,Štirisobna,Osrednjeslovenska,549171,22767,167
2019,Štirisobna,Podravska,324104,29803,211
2019,Štirisobna,Pomurska,114287,9873,76
2019,Štirisobna,Posavska,75559,2470,16
2019,Štirisobna,Primorsko-notranjska,52544,2379,18
2019,Štirisobna,Savinjska,256359,18172,146
2019,Štirisobna,Zasavska,56962,151,1
2019,Trisobna,Gorenjska,204670,5547,47
2019,Trisobna,Goriška,117616,1721,16
2019,Trisobna,Jugovzhodna Slovenija,144032,4035,36
2019,Trisobna,Koroška,70588,921,8
2019,Trisobna,Obalno-kraška,115016,3430,32
2019,Trisobna,Osrednjeslovenska,549171,17706,195
2019,Trisobna,Podravska,324104,17417,161
2019,Trisobna,Pomurska,114287,5170,54
2019,Trisobna,Posavska,75559,2997,25
2019,Trisobna,Primorsko-notranjska,52544,975,9
2019,Trisobna,Savinjska,256359,7562,69
2019,Trisobna,Zasavska,56962,84,1
2020,Dvosobna,Gorenjska,206621,1597,25
2020,Dvosobna,Goriška,118041,602,8
2020,Dvosobna,Jugovzhodna Slovenija,145357,2280,39
2020,Dvosobna,Koroška,70755,912,16
2020,Dvosobna,Obalno-kraška,115913,298,4
2020,Dvosobna,Osrednjeslovenska,555274,7312,80
2020,Dvosobna,Podravska,325994,3996,48
2020,Dvosobna,Pomurska,114238,1785,28
2020,Dvosobna,Posavska,75824,1309,14
2020,Dvosobna,Primorsko-notranjska,52841,0,0
2020,Dvosobna,Savinjska,257847,3783,58
2020,Dvosobna,Zasavska,57156,273,1
2020,Enosobna,Gorenjska,206621,4482,68
2020,Enosobna,Goriška,118041,273,3
2020,Enosobna,Jugovzhodna Slovenija,145357,1559,30
2020,Enosobna,Koroška,70755,750,18
2020,Enosobna,Obalno-kraška,115913,532,5
2020,Enosobna,Osrednjeslovenska,555274,2988,31
2020,Enosobna,Podravska,325994,1243,21
2020,Enosobna,Pomurska,114238,1187,13
2020,Enosobna,Posavska,75824,223,5
2020,Enosobna,Primorsko-notranjska,52841,95,1
2020,Enosobna,Savinjska,257847,1829,22
2020,Enosobna,Zasavska,57156,302,2
2020,Pet ali večsobna,Gorenjska,206621,24737,134
2020,Pet ali večsobna,Goriška,118041,13737,74
2020,Pet ali večsobna,Jugovzhodna Slovenija,145357,25924,158
2020,Pet ali večsobna,Koroška,70755,8077,58
2020,Pet ali večsobna,Obalno-kraška,115913,9586,46
2020,Pet ali večsobna,Osrednjeslovenska,555274,86002,447
2020,Pet ali večsobna,Podravska,325994,56729,324
2020,Pet ali večsobna,Pomurska,114238,16399,89
2020,Pet ali večsobna,Posavska,75824,9711,62
2020,Pet ali večsobna,Primorsko-notranjska,52841,4726,27
2020,Pet ali večsobna,Savinjska,257847,26282,153
2020,Pet ali večsobna,Zasavska,57156,3418,19
2020,Stanovanja,Gorenjska,206621,51945,373
2020,Stanovanja,Goriška,118041,22215,139
2020,Stanovanja,Jugovzhodna Slovenija,145357,42973,323
2020,Stanovanja,Koroška,70755,14367,132
2020,Stanovanja,Obalno-kraška,115913,21454,130
2020,Stanovanja,Osrednjeslovenska,555274,132695,859
2020,Stanovanja,Podravska,325994,99954,680
2020,Stanovanja,Pomurska,114238,33329,245
2020,Stanovanja,Posavska,75824,20593,161
2020,Stanovanja,Primorsko-notranjska,52841,6892,43
2020,Stanovanja,Savinjska,257847,55681,416
2020,Stanovanja,Zasavska,57156,6187,39
2020,Štirisobna,Gorenjska,206621,13071,74
2020,Štirisobna,Goriška,118041,4172,27
2020,Štirisobna,Jugovzhodna Slovenija,145357,9306,62
2020,Štirisobna,Koroška,70755,2313,14
2020,Štirisobna,Obalno-kraška,115913,7868,54
2020,Štirisobna,Osrednjeslovenska,555274,22349,159
2020,Štirisobna,Podravska,325994,26319,183
2020,Štirisobna,Pomurska,114238,8088,58
2020,Štirisobna,Posavska,75824,2931,17
2020,Štirisobna,Primorsko-notranjska,52841,1346,8
2020,Štirisobna,Savinjska,257847,15063,101
2020,Štirisobna,Zasavska,57156,1042,8
2020,Trisobna,Gorenjska,206621,8058,72
2020,Trisobna,Goriška,118041,3431,27
2020,Trisobna,Jugovzhodna Slovenija,145357,3904,34
2020,Trisobna,Koroška,70755,2315,26
2020,Trisobna,Obalno-kraška,115913,3170,21
2020,Trisobna,Osrednjeslovenska,555274,14044,142
2020,Trisobna,Podravska,325994,11667,104
2020,Trisobna,Pomurska,114238,5870,57
2020,Trisobna,Posavska,75824,6419,63
2020,Trisobna,Primorsko-notranjska,52841,725,7
2020,Trisobna,Savinjska,257847,8724,82
2020,Trisobna,Zasavska,57156,1152,9
